prompt,response
The molecule is an iminium betaine that consists of 4-{2-[7-(diethylamino)-2-oxo-2H-chromen-3-yl]ethenyl}pyridine-3-sulfonate carryiing a 5-carboxypentyl substituent on the pyridine nitrogen. It has a role as a fluorochrome. It is an iminium betaine and an aminochromene.,[C][C][N][Branch1][Ring1][C][C][C][C][=C][C][C][Branch1][Ring2][C][=Ring1][=Branch1][=O+1][C][=Branch1][C][=O][C][=Branch2][Ring1][#C][=C][C][=C][C][=C][N][Branch1][O][C][C][C][C][C][C][=Branch1][C][=O][O][C][=C][Ring1][=C][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=Ring2][Ring1][N]
"The molecule is a secondary carboxamide, an ethyl ester, an isopropyl ester, a member of thiophenes and a member of pyrazoles.",[C][C][O][C][=Branch1][C][=O][C][S][C][Branch2][Ring1][Ring1][N][=C][Branch1][C][O][/C][=C][/C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][=C][Branch1][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C][C][=Ring2][Ring1][#Branch1][C]
The molecule is a benzoic acid carrying trifluoromethyl substituents at the 2- and 5-positions. It is a member of benzoic acids and a member of (trifluoromethyl)benzenes.,[O][=C][Branch1][C][O][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring1][#Branch2][C][Branch1][C][F][Branch1][C][F][F]
"The molecule is a methyl-branched fatty acid that is undecanoic acid substituted by a methyl group at position 10. It is a branched-chain saturated fatty acid, a methyl-branched fatty acid and a medium-chain fatty acid. It derives from an undecanoic acid.",[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
"The molecule is a member of the class of phenylureas obtained by formal condensation of the carboxy group of (3-{5-[4-(aminomethyl)phenyl]pyrrolo[2,3-b]pyridin-3-yl}phenyl)carbamic acid with the amino group of 2-phenoxyaniline. An inhibitor of tyrosine kinase. It has a role as an EC 2.7.10.1 (receptor protein-tyrosine kinase) inhibitor. It is a pyrrolopyridine, an aromatic ether, a primary amino compound and a member of phenylureas.",[N][C][C][=C][C][=C][Branch2][Branch1][=Branch1][C][=C][N][=C][NH1][C][=C][Branch2][Ring2][Ring2][C][=C][C][=C][C][Branch2][Ring1][Branch2][N][=C][Branch1][C][O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][#Branch1][C][Ring2][Ring1][N][=C][Ring2][Ring1][S][C][=C][Ring2][Ring2][=Branch1]
The molecule is a hydroxybenzaldehyde carrying a hydroxy substituent at position 2. It has a role as a nematicide and a plant metabolite.,[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
"The molecule is a member of the class of pyrrolidin-2-ones that is pyrrolidin-2-one which is substituted by an amino group at position 3, by two methyl groups at position 4 and by a 4-hydroxybenzyl group at position 5. It is a biosynthetic precursor in the synthesis of mycofactocin. It is a member of phenols, a member of pyrrolidin-2-ones, an aminopyrrolidine and a primary amino compound. It is a conjugate base of a 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one(1+).",[C][C][Branch1][C][C][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][=C][Branch1][C][O][C][Ring1][#C][N]
"The molecule is a docosanoid that is (4Z,7Z,11Z,13Z,15E)-docosapentaenoic acid carrying two hydroperoxy substituents at positions 10 and 17. It has a role as a human xenobiotic metabolite. It is a docosanoid, a hydroperoxy fatty acid, a lipid hydroperoxide and a long-chain fatty acid. It derives from a (4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoic acid. It is a conjugate acid of a (4Z,7Z,11Z,13Z,15E,17S)-10,17-bis(hydroperoxy)docosapentaenoate.",[C][C][C][C][C][C@@H1][Branch2][Ring1][=Branch2][/C][=C][/C][=C][\C][=C][/C][Branch1][=C][C][/C][=C][\C][/C][=C][\C][C][C][=Branch1][C][=O][O][O][O][O][O]
"The molecule is a trimethoxyflavone that is the 3',4',5'-tri-O-methyl ether of tricetin. It is a trimethoxyflavone, a dihydroxyflavone and a 3',5'-dimethoxyflavone. It derives from a tricetin. It is a conjugate acid of a 3',4',5'-O-trimethyltricetin(1-).",[C][O][C][=C][C][Branch2][Ring1][Branch2][C][=C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O][Ring1][=N][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][Branch1][O][C]
"The molecule is a pteridine that is lumazine substituted with a 4-hydroxybutyl group at position 8 and a methyl group at position 7; one of 20 modifications to the potent microbial riboflavin-based metabolite antigen 5-(2-oxopropylideneamino)-6-D-ribityl aminouracil (5-OP-RU), an activator of mucosal-associated invariant T (MAIT) cells when presented by the MR1 protein (reported in MED:32123373). It derives from a lumazine.",[C][C][=C][N][=C][C][Branch1][C][O][=N][C][=Branch1][C][=O][N][=C][Ring1][Branch2][N][Ring1][N][C][C][C][C][O]
"The molecule is a fifteen-membered macrocyclic diterpenoid consisting of (1S,4E,8E,12E)-cyclopentadeca-4,8,12-trien-1-ol carrying five additional methyl substituents at positions 2, 2, 5, 9 and 13. It is a cycloalkatriene, a macrocycle, a diterpenoid, an olefinic compound and a secondary alcohol.",[C][/C][=C][\C][C][/C][Branch1][C][C][=C][/C][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch1][C][O][C][C][/C][Branch1][C][C][=C][/C][C][Ring2][Ring1][Ring2]
The molecule is an N-acyl-L-phenylalanine that is L-phenylalanine in which one of the hydrogens of the amino group has been replaced by a benzoyl group. It is a N-acyl-L-phenylalanine and a 2-(benzoylamino)-3-phenylpropanoic acid. It is a conjugate acid of a N-benzoyl-L-phenylalaninate. It is an enantiomer of a N-benzoyl-D-phenylalanine.,[O][=C][Branch1][C][O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
"The molecule is a methylguanine in which the methyl group is positioned on the oxygen at position 6. Formed in DNA by alkylation of the oxygen atom of guanine, most often by N-nitroso compounds and sometimes due to methylation by other compounds such as endogenous S-adenosylmethionine, it base-pairs to thymine rather than cytidine, causing a G:C to A:T transition in DNA. It has a role as a mutagen.",[C][O][C][=N][C][=Branch1][C][=N][NH1][C][NH1][C][=N][C][Ring1][#Branch2][=Ring1][Branch1]
"The molecule is a spiro compound that is vetispirane that has been dehydrogenated to introduce a double bond position 6-7 and in which the isopropyl subsbstituent has been replaced by a prop-1-en-2-yl group (the 2R,5S,10R isomer). It has a role as a plant metabolite. It is a spiro compound and a sesquiterpene. It derives from a hydride of a vetispirane.",[C][=C][Branch1][C][C][C@@H1][C][C][C@@][Branch1][Ring2][C][Ring1][Branch1][C][Branch1][C][C][=C][C][C][C@H1][Ring1][Branch2][C]
"The molecule is a member of the class of chromones that is chromone substituted by hydroxy groups at positions 5 and 7 and a methoxy groups at position 6. It has been isolated from Pisonia aculeata. It has a role as a plant metabolite. It is an aromatic ether, a member of chromones and a member of resorcinols. It derives from a chromone.",[C][O][C][=C][Branch1][C][O][C][=C][O][C][=C][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][N][O]
The molecule is a glycosylarabinose consisting of D-mannopyranose and D-arabinofuranose joined in sequence by a (1->5) glycosidic bond. It is a glycosylarabinose and a partially-defined glycan. It derives from a D-mannopyranose and a D-arabinofuranose.,[O][C][C@H1][O][C][Branch1][P][O][C][C@H1][O][C][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][#Branch1][O][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][C][O]
"The molecule is a homoisoflavonoid that is 4H-1-benzopyran-4-one substituted by hydroxy groups at positions 5 and 7, methyl groups at positions 6 and 8 and a (4-methoxyphenyl)methyl group at position 3 respectively. It has a role as a plant metabolite. It is a homoisoflavonoid, a member of resorcinols and a monomethoxybenzene.",[C][O][C][=C][C][=C][Branch2][Ring1][=N][C][C][=C][O][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Branch1][C][C][C][Branch1][C][O][=C][Ring1][#Branch2][C][Ring1][=C][=O][C][=C][Ring2][Ring1][=Branch1]
"The molecule is the L-enantiomer of serine. It has a role as a human metabolite, an algal metabolite, a Saccharomyces cerevisiae metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a serine family amino acid, a proteinogenic amino acid, a L-alpha-amino acid and a serine. It is a conjugate base of a L-serinium. It is a conjugate acid of a L-serinate. It is an enantiomer of a D-serine. It is a tautomer of a L-serine zwitterion.",[N][C@@H1][Branch1][Ring1][C][O][C][=Branch1][C][=O][O]
"The molecule is an organic heterotetracyclic compound and guaianolide sesquiterpene lactone that is acrylic acid which is substituted at position 2 by a 4-hydroxy-3,8-dimethyl-1,3a,4,5,6,7-hexahydroazulen-5-yl group in which the double bond in the 7-membered ring has been epoxidised and in which the hydroxy group and the carboxy group have undergone formal condensation to give the corresponding gamma-lactone. It is found in Artemisia glabella. Arglabin-DMA HCl, the hydrochloride salt of the adduct resulting from the conjugate addition of dimethylamine to the ene-lactone moiety, has been successfully used in Khazakhstan for the treatment of breast, colon, ovarian and lung cancers. It has a role as an antineoplastic agent and a metabolite. It is an organic heterotetracyclic compound, a gamma-lactone, an epoxide and a sesquiterpene lactone.",[C][=C][C][=Branch1][C][=O][O][C@@H1][C@H1][C][Branch1][C][C][=C][C][C@@][Ring1][=Branch1][O][C@@][Ring1][Ring1][Branch1][C][C][C][C][C@@H1][Ring1][P][Ring1][=N]
"The molecule is a methyl-branched fatty acid that is tricosanoic acid substituted by a methyl group at position 22. It has a role as a mammalian metabolite. It is a branched-chain saturated fatty acid, a methyl-branched fatty acid and a long-chain fatty acid. It derives from a tricosanoic acid.",[C][C][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
"The molecule is an organic heterotricyclic compound that is 1,3,4,6,7,8-hexahydrocyclopenta[g]isochromene substituted by methyl groups at positions 4, 6, 6, 7, 8 and 8 respectively. It is a synthetic musk used as a fragrance in cosmetics. It has a role as a fragrance. It is a member of isochromenes and an organic heterotricyclic compound.",[C][C][C][O][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][C][C][Ring1][#Branch2][Branch1][C][C][C]
The molecule is a phorbol ester consisting of phorbol that is acylated at positions 12 and 13 by 2-(methylamino)benzoyl and acetyl groups respectively. It has a role as a metabolite and a fluorescent probe. It is a phorbol ester and a tertiary alpha-hydroxy ketone.,[C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C@@H1][C@@H1][Branch1][C][C][C@@][Branch1][C][O][C@@H1][Branch2][Ring1][#Branch2][C][=C][Branch1][Ring1][C][O][C][C@][Branch1][C][O][C][=Branch1][C][=O][C][Branch1][C][C][=C][C@@H1][Ring1][S][Ring1][Branch2][C@@H1][C][Branch1][C][C][Branch1][C][C][C@][Ring2][Ring1][Branch2][Ring1][Branch1][O][C][Branch1][C][C][=O]
The molecule is a member of the class of prostaglandins Falpha that is the dimethylamine derivative of prostaglandin F2alpha. It has a role as a metabolite. It is a prostaglandins Falpha and a tertiary amine. It derives from a prostaglandin F2alpha and a dimethylamine.,[C][C][C][C][C][C@H1][Branch1][C][O][/C][=C][/C@@H1][C@@H1][Branch1][=N][C][/C][=C][\C][C][C][C][N][Branch1][C][C][C][C@@H1][Branch1][C][O][C][C@H1][Ring1][S][O]
"The molecule is a TriHOME that is (11E)-octadec-11-enoic acid in which the three hydroxy substituents are located at positions 9, 10 and 13. It has a role as a human blood serum metabolite. It is a TriHOME, a monounsaturated fatty acid, a long-chain fatty acid and a straight-chain fatty acid.",[C][C][C][C][C][C][Branch1][C][O][/C][=C][/C][Branch1][C][O][C][Branch1][C][O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
The molecule is an aryl sulfide that is thiophenol in which the hydrogen of the thiol group has been replaced by a methyl group. It is an aryl sulfide and a member of benzenes. It derives from a thiophenol.,[C][S][C][=C][C][=C][C][=C][Ring1][=Branch1]
The molecule is a monocarboxylic acid anion that is the conjugate base of nalidixic acid; major species at pH 7.3. It is a conjugate base of a nalidixic acid.,[C][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][N][=C][Ring1][#Branch1][Ring1][#C]
"The molecule is a phosphorodiamide that is 1,3,2-oxazaphosphinan-2-amine 2-oxide substituted by two 2-chloroethyl groups at the amino nitrogen atom. It has a role as a carcinogenic agent, an alkylating agent, an immunosuppressive agent, an antineoplastic agent, an antirheumatic drug, an environmental contaminant, a xenobiotic and a drug allergen. It is a phosphorodiamide, a nitrogen mustard and an organochlorine compound.",[O][=P][Branch1][#Branch2][N][Branch1][Ring2][C][C][Cl][C][C][Cl][N][C][C][C][O][Ring1][=N]
"The molecule is a furanocoumarin that is 2,3-dihydrofuro[3,2-c]coumarin substituted by a hydroxy group at position 7, methyl groups at positions 2 and 3 (relatively trans configuration) and a 4,8-dimethyl-4(Z),7-nonadien-6-onyl moiety at position 2. Isolated from the roots of Ferula fukanensis, it inhibits production of nitric oxide (NO). It has a role as a metabolite and an EC 1.14.13.39 (nitric oxide synthase) inhibitor. It is a furanocoumarin, a ketone, a member of phenols and a sesquiterpenoid.",[C][C][Branch1][C][C][=C][C][=Branch1][C][=O][/C][=C][Branch1][C][/C][C][C][C][C@@][Branch1][C][C][O][C][=C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][N][Ring1][#Branch1][C@H1][Ring1][S][C]
"The molecule is a member of the class of dioxolanes that is 1,3-dioxolane substituted at position 2 by 2-chloro-4-(4-chlorophenoxy)phenyl and 1,2,4-triazol-1-ylmethyl groups. A broad spectrum fungicide with novel broad-range activity used as a spray or seed treatment. It is moderately toxic to humans, mammals, birds and most aquatic organisms. It has a role as an environmental contaminant, a xenobiotic, an EC 1.14.13.70 (sterol 14alpha-demethylase) inhibitor and an antifungal agrochemical. It is an aromatic ether, a dioxolane, a member of triazoles, a cyclic ketal, a conazole fungicide and a triazole fungicide.",[C][C][C][O][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C][Cl][O][Ring2][Ring1][#Branch2]
"The molecule is an O-acyl carbohydrate that is beta-D-glucopyranose in which the anomeric hydroxy hydrogen has been replaced by a 4-hydroxybenzoyl group. It has a role as a plant metabolite. It is a beta-D-glucoside, an O-acyl carbohydrate, a benzoate ester and a monosaccharide derivative.",[O][=C][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
"The molecule is an omega-hydroxy fatty acid that is trans-octadec-2-enoic acid in which one of the hydrogens of the terminal methyl group has been replaced by a hydroxy group. It is an alpha,beta-unsaturated monocarboxylic acid, an omega-hydroxy fatty acid, a long-chain fatty acid, a straight-chain fatty acid and a hydroxy monounsaturated fatty acid. It derives from a trans-octadec-2-enoic acid.",[O][=C][Branch1][C][O][/C][=C][/C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O]
"The molecule is a HETE having an (8S)-hydroxy group and (5Z)-, (9E)-, (11Z)- and (14Z)-double bonds. It derives from an icosa-5,9,11,14-tetraenoic acid. It is a conjugate acid of an 8(S)-HETE(1-). It is an enantiomer of an 8(R)-HETE.",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][=C][\C@@H1][Branch1][C][O][C][/C][=C][\C][C][C][C][=Branch1][C][=O][O]
"The molecule is a nucleotide-sugar oxoanion that is the conjugate base of UDP-alpha-D-glucosamine, arising from deprotonation of the diphosphate group and protonation of the amino group; major species at pH 7.3. It is a conjugate base of an UDP-alpha-D-glucosamine.",[N][C@H1][C@@H1][Branch2][Ring2][N][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@H1][O][C@@H1][Branch1][=N][N][C][=C][C][Branch1][C][O-1][=N][C][Ring1][#Branch1][=O][C@H1][Branch1][C][O][C@@H1][Ring1][=C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring2][C][O]
The molecule is the L-enantiomer of ornithinium(2+). It has a role as a human metabolite. It is a conjugate acid of a L-ornithinium(1+).,[NH3+1][C][C][C][C@H1][Branch1][C][NH3+1][C][=Branch1][C][=O][O]
The molecule is a dicarboxylic acid dianion resulting from deprotonation of both carboxy groups of 3-isopropylmalic acid. It derives from a succinate(2-). It is a conjugate base of a 3-isopropylmalic acid.,[C][C][Branch1][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][O][C][=Branch1][C][=O][O-1]
The molecule is a phenyl sulfate oxoanion resulting from the removal of a proton from the hydrogen sulfate group of phenyl hydrogen sulfate. Major structure at pH 7.3 It is a conjugate base of a phenyl hydrogen sulfate.,[O][=S][=Branch1][C][=O][Branch1][C][O-1][O][C][=C][C][=C][C][=C][Ring1][=Branch1]
"The molecule is an organic anion that is the conjugate base of 2-benzyl-4-hydroxymethylene-5-oxazolone, arising from deprotonation of the enolic OH group. It is a conjugate base of a 2-benzyl-4-hydroxymethylene-5-oxazolone.",[O][=C][C][N][=C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Ring1][N][O-1]
The molecule is a 2-acetamido-2-deoxy-D-glucopyranose 1-phosphate having alpha-configuration at the anomeric centre. It has a role as a human metabolite and a Saccharomyces cerevisiae metabolite. It derives from an alpha-D-glucosamine 1-phosphate. It is a conjugate acid of a N-acetyl-alpha-D-glucosamine 1-phosphate(2-).,[C][C][Branch1][C][O][=N][C@H1][C@@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=C][O]
The molecule is an iminium betaine that is L-alanine in which the amino group is replaced by a 5-hydroxy-2-(hydroxymethyl)pyridinium-1-yl moiety. It has a role as a flavouring agent. It derives from a L-alanine.,[C][C@@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N+1][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][C][O]
"The molecule is major species at pH 7.3. It is an alpha,beta-unsaturated monocarboxylic acid, a methyl-branched fatty acid, a monoterpenoid and a polyunsaturated fatty acid anion.",[C][C][Branch1][C][C][=C][C][C][C][Branch1][C][C][=C][C][=Branch1][C][=O][O-1]
The molecule is a carboxylic ester arising from the formal condensation of the alcoholic hydroxy group of one molecule of (3R)-3-hydroxybutanoic acid with the the carboxylic acid group of another. It is a sex pheromone in the European spider Linyphia triangularis. It has a role as a pheromone and a fungal metabolite. It is a carboxylic ester and a (3R)-3-hydroxybutanoic acid oligomer. It derives from a butyric acid. It is a conjugate acid of a (R)-3-[(R)-3-hydroxybutanoyloxy]butanoate.,[C][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][C][=Branch1][C][=O][C][C@@H1][Branch1][C][C][O]
The molecule is an ammonium ion resulting from the protonation of the amino group of alvocidib. It is a conjugate acid of an alvocidib.,[C][NH1+1][C][C][C@H1][Branch2][Ring2][Ring2][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][O][C][Ring2][Ring1][Ring2][=Ring1][=C][C@H1][Branch1][C][O][C][Ring2][Ring1][O]
"The molecule is a very long-chain omega-6 fatty acid that is tetracosanoic acid having four double bonds located at positions 17, 20, 23 and 26 (the 17Z,20Z,23Z,26Z-isomer). It is an omega-6 fatty acid and a dotriacontatetraenoic acid. It is a conjugate acid of a (17Z,20Z,23Z,26Z)-dotriacontatetraenoate.",[C][C][C][C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
The molecule is a purine ribonucleoside 5'-monophosphate that is AMP substituted at C-2 by a thio group and at N-6 by a dimethylallyl group. It is a purine ribonucleoside 5'-monophosphate and an aryl thiol. It derives from an adenosine 5'-monophosphate.,[C][C][Branch1][C][C][=C][C][N][C][=N][C][Branch1][C][S][=N][C][=C][Ring1][#Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][C@@H1][Branch1][C][O][C@H1][Ring1][N][O]
"The molecule is a pyridinium cation with a 3-(triethylammonio)propyl substituent at the 1-position and a 4-(dibutylamino)styryl substituent at the 4-position. It has a role as a fluorochrome. It is a quaternary ammonium ion, a pyridinium ion and a tertiary amine.",[C][C][C][C][N+1][Branch1][Branch1][C][C][C][C][=C][C][=C][C][=Branch2][Ring1][O][=C][C][=C][C][=C][N][Branch1][#C][C][C][C][N+1][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C][C][=C][Ring1][S][C][=C][Ring2][Ring1][Branch2]
"The molecule is an enoate ester that is the methyl ester of (2E)-2-[2-({[3-(4-chlorophenyl)-1-methyl-1H-pyrazol-5-yl]oxy}methyl)phenyl]-3-methoxyprop-2-enoic acid. A broad spectrum fungicide used to control a variety of diseases on rice, vegetables and teas. It has a role as a mitochondrial cytochrome-bc1 complex inhibitor and an antifungal agrochemical. It is an enoate ester, an enol ether, an aromatic ether, a member of pyrazoles, a member of monochlorobenzenes, a methyl ester and a methoxyacrylate strobilurin antifungal agent.",[C][O][/C][=C][Branch1][#Branch1][/C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][N][Ring1][N][C]
"The molecule is a hydroxy-fatty acid formally derived from octacecanoic (stearic) acid by hydroxy substitution at positions 9 and 10. It is a dihydroxy monocarboxylic acid and a hydroxyoctadecanoic acid. It is a conjugate acid of a 9,10-dihydroxystearate.",[C][C][C][C][C][C][C][C][C][Branch1][C][O][C][Branch1][C][O][C][C][C][C][C][C][C][C][=Branch1][C][=O][O]
"The molecule is a polyunsaturated fatty acid anion that is the conjugate base of (11Z,14Z,17Z)-icosatrienoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It has a role as a human metabolite. It is a conjugate base of an all-cis-icosa-11,14,17-trienoic acid.",[C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
The molecule is an indoleacetic acid amide conjugate obtained by formal condensation of the carboxy group of indole-3-acetic acid with the amino group of leucine. It has a role as a plant metabolite. It is an indoleacetic acid amide conjugate and a leucine derivative. It derives from an indole-3-acetic acid.,[C][C][Branch1][C][C][C][C][Branch2][Ring1][Ring2][N][=C][Branch1][C][O][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][O]
"The molecule is an oxopurine in which the purine ring is substituted by oxo groups at positions 2, 6, and 8. It has a role as a human metabolite, an Escherichia coli metabolite and a mouse metabolite. It is a tautomer of a 2,6-dihydroxy-7,9-dihydro-8H-purin-8-one, a 9H-purine-2,6,8-triol, a 7H-purine-2,6,8-triol, a 1H-purine-2,6,8-triol and a 5,7-dihydro-1H-purine-2,6,8(9H)-trione.",[O][C][=N][C][Branch1][C][O][=C][N][=C][Branch1][C][O][NH1][C][Ring1][=Branch1][=N][Ring1][O]
"The molecule is a D-5-monosubstituted hydantoin that is imidazolidine-2,4-dione in which the pro-R hydrogen at position 5 has been replaced by a phenyl group.",[O][C][=N][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=N][Ring1][N]
The molecule is the L-enantiomer of idaric acid. It is a conjugate acid of a L-idarate(1-). It is an enantiomer of a D-idaric acid.,[O][=C][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][=Branch1][C][=O][O]
"The molecule is an aminodiol that is cyclohexane-1,2-diol substituted at positions 3 and 5 by amino groups (the 1S,2S,3R,5S-diastereomer) It is a diamine and an aminodiol. It is a conjugate base of a (1S,2S,3R,5S)-3,5-diammoniocyclohexane-1,2-diol.",[N][C@H1][C][C@@H1][Branch1][C][N][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][Ring1][=Branch2]
"The molecule is an organic sulfide that is diphenyl sulfide in which the hydrogen at the para position of each of the phenyl groups has been replaced by a (dimethoxyphosphorothioyl)oxy group. It has a role as an EC 3.1.1.7 (acetylcholinesterase) inhibitor, an acaricide, an agrochemical and an ectoparasiticide. It is an organic thiophosphate, an organothiophosphate insecticide and an organic sulfide. It derives from a 4,4'-thiodiphenol.",[C][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][S][C][=C][C][=C][Branch1][N][O][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C][C][=C][Ring1][=N][C][=C][Ring2][Ring1][Ring2]
"The molecule is a dotriacontahexaenoate that is the conjugate base of (14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoic acid, obtained by deprotonation of the carboxy group; major species at pH 7.3. It is a conjugate base of a (14Z,17Z,20Z,23Z,26Z,29Z)-dotriacontahexaenoic acid.",[C][C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][/C][=C][\C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O-1]
"The molecule is a nitrile that is acetonitrile in which the methyl hydrogens have been replaced by o-trifluoromethylbenzoyl, p-tert-butylphenyl, and (2-methoxyethoxy)carbonyl groups. It is a nitrile, a beta-ketoester, a member of (trifluoromethyl)benzenes and a 2-methoxyethyl ester.",[C][O][C][C][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][#N][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2]
The molecule is a C4-dicarboxylate resulting from deprotonation of both carboxy groups of malic acid. It has a role as a fundamental metabolite. It is a C4-dicarboxylate and a malate. It derives from a succinate(2-). It is a conjugate base of a malic acid.,[O][=C][Branch1][C][O-1][C][C][Branch1][C][O][C][=Branch1][C][=O][O-1]
